Sr#,PSID,City,Month,WMC,Division,District,Tehsil,Office,UC,Billing Category,Amount,Fine,Bill PDF,Channel,Paid Date,Paid Amount,Status,Active
4062,26770110100915011161,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-7, Rehmanpura 02, Sargodha",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 10, 2025",300,paid,1
4063,26770110100915011227,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-14, New Muhammadi Colony, Sargodha",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 10, 2025",300,paid,1
4064,26770110100915017805,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-21, Muslim Abad, Sargodha",Commercial Urban Small business,500,50,,1Bill,"Nov 10, 2025",500,paid,1
4065,26770110100915010038,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-4, Jameel Park, Sargodha",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 10, 2025",300,paid,1
4066,26770110100915021934,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-17, Block 5/11, Sargodha",Commercial Urban Medium business,1000,100,,1Bill,"Nov 10, 2025",1000,paid,1
4067,26770110100915015173,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-18, City I, Sargodha",Commercial Urban Small business,500,50,,1Bill,"Nov 10, 2025",500,paid,1
4068,26770110100915017397,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-3, Satellite Town, Block A, Sargodha",Commercial Urban Small business,500,50,,1Bill,"Nov 10, 2025",500,paid,1
4069,26770110100915004670,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-11, City II, Sargodha",Commercial Urban Small business,500,50,,1Bill,"Nov 10, 2025",500,paid,1
4070,26770110100915020157,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-20, DHQ, Sargodha",Commercial Urban Small business,500,50,,1Bill,"Nov 10, 2025",500,paid,1
4071,26770110100915023264,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-17, Block 5/11, Sargodha",Commercial Urban Small business,500,50,,1Bill,"Nov 10, 2025",500,paid,1
4072,26770110100915003081,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-13, Iqbal Colony, Sargodha",Domestic Urban Upto 5 marla,300,30,,OTC/Cash,"Nov 10, 2025",300,paid,1
4073,26770110100915003073,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-21, Muslim Abad, Sargodha",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 10, 2025",300,paid,1
4074,26770110100915003200,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-11, City II, Sargodha",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 10, 2025",300,paid,1
4075,26770110100915032891,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-21, Muslim Abad, Sargodha",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 10, 2025",300,paid,1
4076,26770110100915020148,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-20, DHQ, Sargodha",Commercial Urban Small business,500,50,,1Bill,"Nov 10, 2025",500,paid,1
4077,26770110100915011794,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-18, City I, Sargodha",Commercial Urban Small business,500,50,,1Bill,"Nov 10, 2025",500,paid,1
4078,26770110100915023186,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-17, Block 5/11, Sargodha",Commercial Urban Small business,500,50,,1Bill,"Nov 10, 2025",500,paid,1
4079,26770110100915031670,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-18, City I, Sargodha",Commercial Urban Small business,500,50,,1Bill,"Nov 10, 2025",500,paid,1
4080,26770110100915023189,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-4, Jameel Park, Sargodha",Commercial Urban Small business,500,50,,1Bill,"Nov 10, 2025",500,paid,1
4081,26770110100915023053,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-17, Block 5/11, Sargodha",Commercial Urban Small business,500,50,,1Bill,"Nov 10, 2025",500,paid,1
4082,26770110100915028391,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","UC-90, Chak 40/NB, Sargodha",Domestic Rural Above 10 to 20 marla,400,40,,1Bill,"Nov 10, 2025",400,paid,1
4083,26770110100915007296,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-13, Iqbal Colony, Sargodha",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 10, 2025",300,paid,1
4084,26770110100905017151,Khushab,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-17, Chak 63 MB, Khushab",Domestic Rural Upto 5 marla,200,20,,1Bill,"Nov 09, 2025",220,paid,0
4085,26770110100905008080,Khushab,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-24, Roda, Khushab",Commercial Rural Medium business,2100,210,,1Bill,"Nov 09, 2025",2100,paid,0
4086,26770110100905015681,Khushab,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-17, Chak 63 MB, Khushab",Domestic Rural Upto 5 marla,200,20,,1Bill,"Nov 09, 2025",200,paid,0
4087,26770110100911003876,Bhalwal,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal",MC-21 Block 4 5,Commercial Urban Small business,500,50,,1Bill,"Nov 09, 2025",550,paid,0
4088,26770110100905016742,Khushab,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-17, Chak 63 MB, Khushab",Domestic Rural Upto 5 marla,200,20,,1Bill,"Nov 08, 2025",200,paid,0
4089,26770110100911003882,Bhalwal,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal",MC-21 Block 4 5,Commercial Urban Small business,500,50,,1Bill,"Nov 08, 2025",550,paid,0
4090,26770110100911004434,Bhalwal,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal",MC-21 Block 4 5,Commercial Urban Small business,500,50,,OTC/Cash,"Nov 08, 2025",550,paid,0
4091,26770110100911007922,Bhalwal,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal","MC-1, MANZOOR HAYAT COLONY BHALWAL",Commercial Urban Small business,500,50,,1Bill,"Nov 07, 2025",500,paid,1
4092,26770110100911004125,Bhalwal,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal",MC-21 Block 4 5,Commercial Urban Small business,500,50,,1Bill,"Nov 07, 2025",500,paid,0
4093,26770110100911004477,Bhalwal,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal",MC-21 Block 4 5,Commercial Urban Small business,500,50,,1Bill,"Nov 07, 2025",500,paid,0
4094,26770110100911002862,Bhalwal,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal",MC-21 Block 4 5,Commercial Urban Medium business,1000,100,,1Bill,"Nov 07, 2025",1000,paid,0
4095,26770110100905010011,Khushab,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-7, Padhrar, Khushab",Commercial Rural Small business,900,90,,1Bill,"Nov 07, 2025",900,paid,0
4096,26770110100915011614,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-18, City I, Sargodha",Commercial Urban Small business,500,50,,1Bill,"Nov 07, 2025",500,paid,1
4097,26770110100915019323,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-17, Block 5/11, Sargodha",Commercial Urban Small business,500,50,,1Bill,"Nov 07, 2025",500,paid,1
4098,26770110100905019157,Khushab,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-02/Jauharabad/Ward-22/Satellite Town 01,Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 07, 2025",300,paid,1
4099,26770110100905007734,Khushab,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-26, Mitha Tiwana Janubi, Khushab",Domestic Rural Above 5 to 10 marla,600,60,,1Bill,"Nov 07, 2025",600,paid,0
4100,26770110100905019064,Khushab,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-02/Jauharabad/Ward-22/Satellite Town 01,Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 07, 2025",300,paid,1
4101,26770110100905007725,Khushab,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-26, Mitha Tiwana Janubi, Khushab",Domestic Rural Upto 5 marla,600,60,,1Bill,"Nov 07, 2025",600,paid,0
4102,26770110100905015772,Khushab,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-01/Mitha Tiwana/Ward-19/Muhalla Jahangir Hassan Town,Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 07, 2025",300,paid,0
4103,26770110100905016061,Khushab,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-02/Khushab/Ward-17/Muhalla Prachgan,Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 07, 2025",300,paid,0
4104,26770110100905020011,Khushab,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-24, Roda, Khushab",Commercial Rural Small business,300,30,,1Bill,"Nov 07, 2025",300,paid,1
4105,26770110100905016733,Khushab,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab",Zone-02/Jauharabad/Ward-12/Naseem Colony,Domestic Urban Above 5 to 10 marla,500,50,,1Bill,"Nov 07, 2025",500,paid,0
4106,26770110100905003314,Khushab,Oct 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Khushab,Khushab,"Tehsil Office, Khushab","UC-24, Roda, Khushab",Commercial Rural Small business,900,90,,1Bill,"Nov 07, 2025",900,paid,0
4107,26770110100915021461,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-17, Block 5/11, Sargodha",Commercial Urban Small business,500,50,,1Bill,"Nov 07, 2025",500,paid,1
4108,26770110100915011661,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-12, Urban Area, Sargodha",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 07, 2025",300,paid,1
4109,26770110100915003398,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-3, Satellite Town, Block A, Sargodha",Domestic Urban Upto 5 marla,300,30,,OTC/Cash,"Nov 07, 2025",300,paid,1
4110,26770110100915026533,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","UC-74, Chak 79/NB, Sargodha",Domestic Rural Above 5 to 10 marla,200,20,,1Bill,"Nov 07, 2025",200,paid,1
4111,26770110100915013206,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-16, Muqam-e-Hayat I, Sargodha",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 07, 2025",300,paid,1
4112,26770110100915008136,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-16, Muqam-e-Hayat I, Sargodha",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 07, 2025",300,paid,1
4113,26770110100915008507,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-13, Iqbal Colony, Sargodha",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 07, 2025",300,paid,1
4114,26770110100915009762,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-4, Jameel Park, Sargodha",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 07, 2025",300,paid,1
4115,26770110100915014025,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-3, Satellite Town, Block A, Sargodha",Domestic Urban Upto 5 marla,300,30,,OTC/Cash,"Nov 07, 2025",300,paid,1
4116,26770110100915010975,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-11, City II, Sargodha",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 07, 2025",300,paid,1
4117,26770110100915003826,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-4, Jameel Park, Sargodha",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 07, 2025",300,paid,1
4118,26770110100915001716,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-11, City II, Sargodha",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 07, 2025",300,paid,1
4119,26770110100915009049,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-4, Jameel Park, Sargodha",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 07, 2025",300,paid,1
4120,26770110100915026556,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","UC-74, Chak 79/NB, Sargodha",Domestic Rural Upto 5 marla,200,20,,1Bill,"Nov 07, 2025",200,paid,1
4121,26770110100915028740,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-9, Islam Pura, Sargodha",Commercial Urban Small business,500,50,,1Bill,"Nov 07, 2025",500,paid,1
4122,26770110100915018297,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-13, Iqbal Colony, Sargodha",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 07, 2025",300,paid,1
4123,26770110100915008040,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-7, Rehmanpura 02, Sargodha",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 07, 2025",300,paid,1
4124,26770110100915016256,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-16, Muqam-e-Hayat I, Sargodha",Commercial Urban Small business,500,50,,1Bill,"Nov 07, 2025",500,paid,1
4125,26770110100915007448,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-16, Muqam-e-Hayat I, Sargodha",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 07, 2025",300,paid,1
4126,26770110100915007953,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-16, Muqam-e-Hayat I, Sargodha",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 07, 2025",300,paid,1
4127,26770110100915021973,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","UC-68, Chak 92/NB, Sargodha",Domestic Rural Upto 5 marla,200,20,,1Bill,"Nov 07, 2025",200,paid,1
4128,26770110100915011157,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-12, Urban Area, Sargodha",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 07, 2025",300,paid,1
4129,26770110100911007717,Bhalwal,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal","MC-1, MANZOOR HAYAT COLONY BHALWAL",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 06, 2025",300,paid,1
4130,26770110100911007685,Bhalwal,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal","MC-1, MANZOOR HAYAT COLONY BHALWAL",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 06, 2025",300,paid,1
4131,26770110100911009427,Bhalwal,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal","MC-2, MANZOOR HAYAT COLONY BHALWAL",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 06, 2025",300,paid,1
4132,26770110100911006152,Bhalwal,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal","MC-3, MANZOOR HAYAT COLONY BHALWAL",Commercial Urban Small business,500,50,,1Bill,"Nov 06, 2025",500,paid,1
4133,26770110100911007791,Bhalwal,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Bhalwal,"Tehsil Office, Bhalwal","MC-1, MANZOOR HAYAT COLONY BHALWAL",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 06, 2025",300,paid,1
4134,26770110100915005372,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-4, Jameel Park, Sargodha",Commercial Urban Small business,500,50,,1Bill,"Nov 06, 2025",500,paid,1
4135,26770110100915011553,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-4, Jameel Park, Sargodha",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 06, 2025",300,paid,1
4136,26770110100915026641,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","UC-67, Chak 82/NB, Sargodha",Domestic Rural Above 5 to 10 marla,200,20,,1Bill,"Nov 06, 2025",200,paid,1
4137,26770110100915017122,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-13, Iqbal Colony, Sargodha",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 06, 2025",300,paid,1
4138,26770110100915025129,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-17, Block 5/11, Sargodha",Commercial Urban Small business,500,50,,1Bill,"Nov 06, 2025",500,paid,1
4139,26770110100915008264,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-16, Muqam-e-Hayat I, Sargodha",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 06, 2025",300,paid,1
4140,26770110100915014049,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-3, Satellite Town, Block A, Sargodha",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 06, 2025",300,paid,1
4141,26770110100915026969,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-3, Satellite Town, Block A, Sargodha",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 06, 2025",300,paid,1
4142,26770110100915036903,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-3, Satellite Town, Block A, Sargodha",Commercial Urban Small business,500,50,,1Bill,"Nov 06, 2025",500,paid,1
4143,26770110100915012328,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-4, Jameel Park, Sargodha",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 06, 2025",300,paid,1
4144,26770110100915026192,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-3, Satellite Town, Block A, Sargodha",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 06, 2025",300,paid,1
4145,26770110100915003866,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-3, Satellite Town, Block A, Sargodha",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 06, 2025",300,paid,1
4146,26770110100915017490,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-17, Block 5/11, Sargodha",Commercial Urban Small business,500,50,,1Bill,"Nov 06, 2025",500,paid,1
4147,26770110100915005945,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-17, Block 5/11, Sargodha",Commercial Urban Small business,500,50,,1Bill,"Nov 06, 2025",500,paid,1
4148,26770110100915006040,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-4, Jameel Park, Sargodha",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 06, 2025",300,paid,1
4149,26770110100915021870,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","UC-68, Chak 92/NB, Sargodha",Domestic Rural Upto 5 marla,200,20,,1Bill,"Nov 06, 2025",200,paid,1
4150,26770110100915027442,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","UC-67, Chak 82/NB, Sargodha",Domestic Rural Above 10 to 20 marla,400,40,,1Bill,"Nov 06, 2025",400,paid,1
4151,26770110100915019389,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-17, Block 5/11, Sargodha",Commercial Urban Medium business,1000,100,,1Bill,"Nov 06, 2025",1000,paid,1
4152,26770110100915006345,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-17, Block 5/11, Sargodha",Commercial Urban Small business,500,50,,1Bill,"Nov 06, 2025",500,paid,1
4153,26770110100915028091,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","UC-90, Chak 40/NB, Sargodha",Domestic Rural Upto 5 marla,200,20,,1Bill,"Nov 06, 2025",200,paid,1
4154,26770110100915011961,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-7, Rehmanpura 02, Sargodha",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 06, 2025",300,paid,1
4155,26770110100915019024,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-13, Iqbal Colony, Sargodha",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 06, 2025",300,paid,1
4156,26770110100915006346,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-17, Block 5/11, Sargodha",Commercial Urban Small business,500,50,,1Bill,"Nov 06, 2025",500,paid,1
4157,26770110100915020105,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-17, Block 5/11, Sargodha",Commercial Urban Small business,500,50,,1Bill,"Nov 06, 2025",500,paid,1
4158,26770110100915008321,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-16, Muqam-e-Hayat I, Sargodha",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 06, 2025",300,paid,1
4159,26770110100915005222,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-4, Jameel Park, Sargodha",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 06, 2025",300,paid,1
4160,26770110100915004840,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-4, Jameel Park, Sargodha",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 06, 2025",300,paid,1
4161,26770110100915010789,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-18, City I, Sargodha",Commercial Urban Medium business,1000,100,,1Bill,"Nov 06, 2025",1000,paid,1
4162,26770110100915013870,Sargodha,Nov 2025,Sargodha Waste Management Company (SGWMC),Sargodha,Sargodha,Sargodha,"Tehsil Office, Sargodha","MC-12, Urban Area, Sargodha",Domestic Urban Upto 5 marla,300,30,,1Bill,"Nov 06, 2025",300,paid,1
